,gid,pid,fgxp,dist,make,season,postseason,away,stadium,temp,humidity,wind-spd,cond,surface,player id,player
1126,3622,591259,FG,49,1,2013,0,0,Reliant Stadium,-999,-999,-999,Closed Roof,Grass,RB-4650,Randy Bullock
1127,3622,591275,FG,20,1,2013,0,0,Reliant Stadium,-999,-999,-999,Closed Roof,Grass,RB-4650,Randy Bullock
1128,3623,591356,FG,27,1,2013,0,1,M&T Bank Stadium,33,23,26,Partly Cloudy,MomentumTurf,NF-0300,Nick Folk
1129,3623,591368,FG,30,1,2013,0,0,M&T Bank Stadium,33,23,26,Partly Cloudy,MomentumTurf,JT-3950,Justin Tucker
1130,3623,591384,FG,26,1,2013,0,0,M&T Bank Stadium,33,23,26,Partly Cloudy,MomentumTurf,JT-3950,Justin Tucker
1131,3623,591404,FG,33,1,2013,0,0,M&T Bank Stadium,33,23,26,Partly Cloudy,MomentumTurf,JT-3950,Justin Tucker
1132,3623,591424,FG,53,1,2013,0,0,M&T Bank Stadium,33,23,26,Partly Cloudy,MomentumTurf,JT-3950,Justin Tucker
1133,3624,591517,FG,36,1,2013,0,1,Lambeau Field,19,52,10,Mostly Cloudy,DD GrassMaster,BW-0350,Blair Walsh
1134,3624,591547,FG,47,1,2013,0,1,Lambeau Field,19,52,10,Mostly Cloudy,DD GrassMaster,BW-0350,Blair Walsh
1135,3624,591603,FG,29,1,2013,0,1,Lambeau Field,19,52,10,Mostly Cloudy,DD GrassMaster,BW-0350,Blair Walsh
1136,3624,591651,FG,27,1,2013,0,0,Lambeau Field,19,52,10,Mostly Cloudy,DD GrassMaster,MC-3000,Mason Crosby
1137,3624,591671,FG,20,1,2013,0,0,Lambeau Field,19,52,10,Mostly Cloudy,DD GrassMaster,MC-3000,Mason Crosby
1138,3624,591685,FG,35,1,2013,0,1,Lambeau Field,19,52,10,Mostly Cloudy,DD GrassMaster,BW-0350,Blair Walsh
1139,3626,591940,FG,29,1,2013,0,0,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,GZ-2000,Greg Zuerlein
1140,3626,591974,FG,40,1,2013,0,0,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,GZ-2000,Greg Zuerlein
1141,3627,592067,FG,27,1,2013,0,1,University of Phoenix Stadium,-999,-999,-999,Closed Roof,Grass,AV-0400,Adam Vinatieri
1142,3628,592206,FG,52,1,2013,0,0,O.Co Coliseum ,58,56,5,Sunny,Grass,SJ-0300,Sebastian Janikowski
1143,3628,592260,FG,48,1,2013,0,0,O.Co Coliseum ,58,56,5,Sunny,Grass,SJ-0300,Sebastian Janikowski
1144,3628,592280,FG,24,1,2013,0,0,O.Co Coliseum ,58,56,5,Sunny,Grass,SJ-0300,Sebastian Janikowski
1145,3628,592289,FG,32,0,2013,0,0,O.Co Coliseum ,58,56,5,Sunny,Grass,SJ-0300,Sebastian Janikowski
1146,3628,592306,FG,48,0,2013,0,0,O.Co Coliseum ,58,56,5,Sunny,Grass,SJ-0300,Sebastian Janikowski
1147,3628,592320,FG,42,1,2013,0,0,O.Co Coliseum ,58,56,5,Sunny,Grass,SJ-0300,Sebastian Janikowski
1148,3629,592411,FG,21,1,2013,0,0,MetLife Stadium,25,40,6,Clear,UBU Speed Series S5M,JB-7100,Josh Brown
1149,3629,592429,FG,23,1,2013,0,0,MetLife Stadium,25,40,6,Clear,UBU Speed Series S5M,JB-7100,Josh Brown
1150,3629,592531,FG,35,1,2013,0,1,MetLife Stadium,25,40,6,Clear,UBU Speed Series S5M,DB-0200,Dan Bailey
1151,3630,592566,FG,27,1,2013,0,1,Gillette Stadium,22,29,22,Clear,FieldTurf,MP-2100,Matt Prater
1152,3630,592687,FG,31,1,2013,0,0,Gillette Stadium,22,29,22,Clear,FieldTurf,SG-0800,Stephen Gostkowski
1153,3630,592749,FG,31,1,2013,0,0,Gillette Stadium,22,29,22,Clear,FieldTurf,SG-0800,Stephen Gostkowski
1154,3631,592792,FG,29,1,2013,0,1,FedEx Field,35,37,12,Sunny,Grass,PD-0200,Phil Dawson
1155,3631,592806,FG,36,1,2013,0,0,FedEx Field,35,37,12,Sunny,Grass,KF-0250,Kai Forbath
1156,3631,592822,FG,35,1,2013,0,0,FedEx Field,35,37,12,Sunny,Grass,KF-0250,Kai Forbath
1157,3631,592874,FG,49,1,2013,0,1,FedEx Field,35,37,12,Sunny,Grass,PD-0200,Phil Dawson
1158,3632,592935,FG,54,1,2013,0,1,Ford Field,-999,-999,-999,Dome,FieldTurf,MC-3000,Mason Crosby
1159,3633,593203,FG,19,1,2013,0,0,AT&T Stadium,-999,-999,-999,Closed Roof,AstroTurf,DB-0200,Dan Bailey
1160,3633,593213,FG,45,1,2013,0,1,AT&T Stadium,-999,-999,-999,Closed Roof,AstroTurf,SJ-0300,Sebastian Janikowski
1161,3634,593278,FG,43,1,2013,0,0,M&T Bank Stadium,37,39,2,Clear,MomentumTurf,JT-3950,Justin Tucker
1162,3634,593304,FG,34,1,2013,0,0,M&T Bank Stadium,37,39,2,Clear,MomentumTurf,JT-3950,Justin Tucker
1163,3634,593319,FG,38,1,2013,0,0,M&T Bank Stadium,37,39,2,Clear,MomentumTurf,JT-3950,Justin Tucker
1164,3634,593332,FG,45,1,2013,0,0,M&T Bank Stadium,37,39,2,Clear,MomentumTurf,JT-3950,Justin Tucker
1165,3634,593355,FG,48,1,2013,0,0,M&T Bank Stadium,37,39,2,Clear,MomentumTurf,JT-3950,Justin Tucker
1166,3637,593759,FG,47,1,2013,0,0,Lucas Oil Stadium,-999,-999,-999,Closed Roof,AstroTurf,AV-0400,Adam Vinatieri
1167,3637,593772,FG,48,1,2013,0,0,Lucas Oil Stadium,-999,-999,-999,Closed Roof,AstroTurf,AV-0400,Adam Vinatieri
1168,3637,593795,FG,45,1,2013,0,0,Lucas Oil Stadium,-999,-999,-999,Closed Roof,AstroTurf,AV-0400,Adam Vinatieri
1169,3637,593832,FG,37,1,2013,0,0,Lucas Oil Stadium,-999,-999,-999,Closed Roof,AstroTurf,AV-0400,Adam Vinatieri
1170,3637,593861,FG,49,1,2013,0,0,Lucas Oil Stadium,-999,-999,-999,Closed Roof,AstroTurf,AV-0400,Adam Vinatieri
1171,3639,594106,FG,41,0,2013,0,1,MetLife Stadium,48,59,4,Partly Cloudy,FieldTurf,CS-4250,Caleb Sturgis
1172,3639,594159,FG,34,1,2013,0,1,MetLife Stadium,48,59,4,Partly Cloudy,FieldTurf,CS-4250,Caleb Sturgis
1173,3639,594167,FG,43,1,2013,0,1,MetLife Stadium,48,59,4,Partly Cloudy,FieldTurf,CS-4250,Caleb Sturgis
1174,3639,594197,FG,20,1,2013,0,0,MetLife Stadium,48,59,4,Partly Cloudy,FieldTurf,NF-0300,Nick Folk
1175,3639,594229,FG,18,1,2013,0,1,MetLife Stadium,48,59,4,Partly Cloudy,FieldTurf,CS-4250,Caleb Sturgis
1176,3640,594285,FG,30,1,2013,0,1,Mall of America Field at HHH Metrodome,66,-999,-999,Dome,UBU Speed Series S5M,RG-1500,Robbie Gould
1177,3640,594316,FG,40,1,2013,0,1,Mall of America Field at HHH Metrodome,66,-999,-999,Dome,UBU Speed Series S5M,RG-1500,Robbie Gould
1178,3640,594349,FG,32,1,2013,0,0,Mall of America Field at HHH Metrodome,66,-999,-999,Dome,UBU Speed Series S5M,BW-0350,Blair Walsh
1179,3640,594408,FG,30,1,2013,0,0,Mall of America Field at HHH Metrodome,66,-999,-999,Dome,UBU Speed Series S5M,BW-0350,Blair Walsh
1180,3640,594412,FG,66,0,2013,0,1,Mall of America Field at HHH Metrodome,66,-999,-999,Dome,UBU Speed Series S5M,RG-1500,Robbie Gould
1181,3640,594430,FG,57,0,2013,0,0,Mall of America Field at HHH Metrodome,66,-999,-999,Dome,UBU Speed Series S5M,BW-0350,Blair Walsh
1182,3640,594436,FG,47,0,2013,0,1,Mall of America Field at HHH Metrodome,66,-999,-999,Dome,UBU Speed Series S5M,RG-1500,Robbie Gould
1183,3640,594443,FG,34,1,2013,0,0,Mall of America Field at HHH Metrodome,66,-999,-999,Dome,UBU Speed Series S5M,BW-0350,Blair Walsh
1184,3641,594502,FG,23,1,2013,0,0,Bank of America Stadium,56,55,2,Partly Cloudy,Grass,GG-0100,Graham Gano
1185,3641,594562,FG,22,1,2013,0,0,Bank of America Stadium,56,55,2,Partly Cloudy,Grass,GG-0100,Graham Gano
1186,3642,594601,FG,32,1,2013,0,0,Candlestick Park,59,72,6,Sunny,Grass,PD-0200,Phil Dawson
1187,3642,594620,FG,43,1,2013,0,0,Candlestick Park,59,72,6,Sunny,Grass,PD-0200,Phil Dawson
1188,3642,594656,FG,43,1,2013,0,1,Candlestick Park,59,72,6,Sunny,Grass,GZ-2000,Greg Zuerlein
1189,3642,594673,FG,34,1,2013,0,1,Candlestick Park,59,72,6,Sunny,Grass,GZ-2000,Greg Zuerlein
1190,3642,594685,FG,24,1,2013,0,0,Candlestick Park,59,72,6,Sunny,Grass,PD-0200,Phil Dawson
1191,3643,594812,FG,29,1,2013,0,0,Rogers Centre,-999,-999,-999,Closed Roof,AstroTurf,DC-0500,Dan Carpenter
1192,3643,594834,FG,49,1,2013,0,1,Rogers Centre,-999,-999,-999,Closed Roof,AstroTurf,MB-4600,Matt Bryant
1193,3643,594942,FG,36,1,2013,0,1,Rogers Centre,-999,-999,-999,Closed Roof,AstroTurf,MB-4600,Matt Bryant
1194,3644,595064,FG,46,1,2013,0,1,Qualcomm Stadium,77,26,5,Sunny,Grass,MN-0800,Mike Nugent
1195,3644,595079,FG,48,1,2013,0,0,Qualcomm Stadium,77,26,5,Sunny,Grass,NN-0200,Nick Novak
1196,3645,595120,FG,43,1,2013,0,0,Reliant Stadium,-999,-999,-999,Closed Roof,Grass,RB-4650,Randy Bullock
1197,3645,595152,FG,55,0,2013,0,1,Reliant Stadium,-999,-999,-999,Closed Roof,Grass,SG-0800,Stephen Gostkowski
1198,3645,595227,FG,53,1,2013,0,1,Reliant Stadium,-999,-999,-999,Closed Roof,Grass,SG-0800,Stephen Gostkowski
1199,3645,595239,FG,53,1,2013,0,1,Reliant Stadium,-999,-999,-999,Closed Roof,Grass,SG-0800,Stephen Gostkowski
1200,3646,595357,FG,33,1,2013,0,0,FedEx Field,43,72,0,Cloudy,Grass,KF-0250,Kai Forbath
1201,3646,595397,FG,39,1,2013,0,1,FedEx Field,43,72,0,Cloudy,Grass,JB-7100,Josh Brown
1202,3647,595424,FG,26,1,2013,0,0,CenturyLink Field,41,62,6,Cloudy,FieldTurf,SH-0400,Steven Hauschka
1203,3647,595472,FG,20,1,2013,0,0,CenturyLink Field,41,62,6,Cloudy,FieldTurf,SH-0400,Steven Hauschka
1204,3648,595675,FG,34,1,2013,0,1,EverBank Field,72,73,7,Clear,Grass,RB-4650,Randy Bullock
1205,3648,595721,FG,31,1,2013,0,1,EverBank Field,72,73,7,Clear,Grass,RB-4650,Randy Bullock
1206,3649,595881,FG,33,1,2013,0,0,Gillette Stadium,30,46,5,Cloudy,FieldTurf,SG-0800,Stephen Gostkowski
1207,3649,595910,FG,50,1,2013,0,0,Gillette Stadium,30,46,5,Cloudy,FieldTurf,SG-0800,Stephen Gostkowski
1208,3650,596009,FG,44,0,2013,0,1,Paul Brown Stadium,25,85,7,Snow,UBU Speed Series S5M,AV-0400,Adam Vinatieri
1209,3651,596143,FG,40,1,2013,0,1,Raymond James Stadium,82,62,13,Cloudy,Grass,DC-0500,Dan Carpenter
1210,3651,596224,FG,46,1,2013,0,1,Raymond James Stadium,82,62,13,Cloudy,Grass,DC-0500,Dan Carpenter
1211,3652,596350,FG,40,1,2013,0,0,Lambeau Field,9,80,6,Cloudy,DD GrassMaster,MC-3000,Mason Crosby
1212,3652,596387,FG,33,1,2013,0,0,Lambeau Field,9,80,6,Cloudy,DD GrassMaster,MC-3000,Mason Crosby
1213,3652,596404,FG,25,1,2013,0,0,Lambeau Field,9,80,6,Cloudy,DD GrassMaster,MC-3000,Mason Crosby
1214,3652,596426,FG,52,0,2013,0,1,Lambeau Field,9,80,6,Cloudy,DD GrassMaster,MB-4600,Matt Bryant
1215,3653,596518,FG,39,1,2013,0,1,M&T Bank Stadium,33,67,7,Light Snow,MomentumTurf,BW-0350,Blair Walsh
1216,3653,596548,FG,40,1,2013,0,1,M&T Bank Stadium,33,67,7,Light Snow,MomentumTurf,BW-0350,Blair Walsh
1217,3654,596666,FG,30,1,2013,0,1,Heinz Field,25,73,9,Light Snow,Grass,CS-4250,Caleb Sturgis
1218,3654,596712,FG,52,0,2013,0,1,Heinz Field,25,73,9,Light Snow,Grass,CS-4250,Caleb Sturgis
1219,3654,596797,FG,27,1,2013,0,1,Heinz Field,25,73,9,Light Snow,Grass,CS-4250,Caleb Sturgis
1220,3655,596811,FG,41,1,2013,0,0,MetLife,33,51,6,Cloudy,FieldTurf,NF-0300,Nick Folk
1221,3655,596827,FG,52,0,2013,0,1,MetLife,33,51,6,Cloudy,FieldTurf,SJ-0300,Sebastian Janikowski
1222,3655,596847,FG,41,1,2013,0,1,MetLife,33,51,6,Cloudy,FieldTurf,SJ-0300,Sebastian Janikowski
1223,3655,596866,FG,23,1,2013,0,0,MetLife,33,51,6,Cloudy,FieldTurf,NF-0300,Nick Folk
1224,3655,596916,FG,51,1,2013,0,0,MetLife,33,51,6,Cloudy,FieldTurf,NF-0300,Nick Folk
1225,3655,596926,FG,40,1,2013,0,1,MetLife,33,51,6,Cloudy,FieldTurf,SJ-0300,Sebastian Janikowski
1226,3656,596973,FG,33,1,2013,0,1,FedEx Field,30,79,10,Snow,Grass,RS-3400,Ryan Succop
1227,3656,597048,FG,50,1,2013,0,0,FedEx Field,30,79,10,Snow,Grass,KF-0250,Kai Forbath
1228,3656,597076,FG,34,0,2013,0,1,FedEx Field,30,79,10,Snow,Grass,RS-3400,Ryan Succop
1229,3658,597339,FG,25,1,2013,0,0,Sports Authority Field at Mile High,18,63,5,Mostly Sunny,Grass,MP-2100,Matt Prater
1230,3658,597391,FG,64,1,2013,0,0,Sports Authority Field at Mile High,18,63,5,Mostly Sunny,Grass,MP-2100,Matt Prater
1231,3658,597436,FG,19,1,2013,0,0,Sports Authority Field at Mile High,18,63,5,Mostly Sunny,Grass,MP-2100,Matt Prater
1232,3659,597494,FG,44,1,2013,0,1,University of Phoenix Stadium,-999,-999,-999,Closed Roof,Grass,GZ-2000,Greg Zuerlein
1233,3660,597672,FG,36,1,2013,0,0,Qualcomm Stadium,53,53,8,Sunny,Grass,NN-0200,Nick Novak
1234,3660,597759,FG,27,1,2013,0,0,Qualcomm Stadium,53,53,8,Sunny,Grass,NN-0200,Nick Novak
1235,3660,597774,FG,43,1,2013,0,0,Qualcomm Stadium,53,53,8,Sunny,Grass,NN-0200,Nick Novak
1236,3661,597812,FG,23,1,2013,0,0,Candlestick Park,43,49,5,Sunny,Grass,PD-0200,Phil Dawson
1237,3661,597823,FG,48,1,2013,0,0,Candlestick Park,43,49,5,Sunny,Grass,PD-0200,Phil Dawson
1238,3661,597845,FG,52,1,2013,0,0,Candlestick Park,43,49,5,Sunny,Grass,PD-0200,Phil Dawson
1239,3661,597922,FG,31,1,2013,0,1,Candlestick Park,43,49,5,Sunny,Grass,SH-0400,Steven Hauschka
1240,3661,597934,FG,22,1,2013,0,0,Candlestick Park,43,49,5,Sunny,Grass,PD-0200,Phil Dawson
1241,3662,597951,FG,45,1,2013,0,1,Mercedes-Benz Superdome,-999,-999,-999,Dome,UBU Speed Series S5M,GG-0100,Graham Gano
1242,3662,597965,FG,24,1,2013,0,1,Mercedes-Benz Superdome,-999,-999,-999,Dome,UBU Speed Series S5M,GG-0100,Graham Gano
1243,3662,598027,FG,49,0,2013,0,1,Mercedes-Benz Superdome,-999,-999,-999,Dome,UBU Speed Series S5M,GG-0100,Graham Gano
1244,3663,598161,FG,27,1,2013,0,0,Soldier Field,8,63,14,Partly Cloudy,Grass,RG-1500,Robbie Gould
1245,3663,598183,FG,34,1,2013,0,0,Soldier Field,8,63,14,Partly Cloudy,Grass,RG-1500,Robbie Gould
1246,3663,598236,FG,23,1,2013,0,0,Soldier Field,8,63,14,Partly Cloudy,Grass,RG-1500,Robbie Gould
1247,3664,598274,FG,38,1,2013,0,1,Sports Authority Field at Mile High,37,50,2,Clear,Grass,NN-0200,Nick Novak
1248,3664,598285,FG,32,1,2013,0,0,Sports Authority Field at Mile High,37,50,2,Clear,Grass,MP-2100,Matt Prater
1249,3664,598392,FG,35,1,2013,0,1,Sports Authority Field at Mile High,37,50,2,Clear,Grass,NN-0200,Nick Novak
1250,3664,598404,FG,42,1,2013,0,0,Sports Authority Field at Mile High,37,50,2,Clear,Grass,MP-2100,Matt Prater
1251,3665,598437,FG,23,1,2013,0,1,FirstEnergy Stadium,25,82,12,Flurries,Grass,RG-1500,Robbie Gould
1252,3666,598605,FG,49,1,2013,0,1,Lucas Oil Stadium,-999,-999,-999,Closed Roof,AstroTurf,RB-4650,Randy Bullock
1253,3666,598619,FG,37,1,2013,0,0,Lucas Oil Stadium,-999,-999,-999,Closed Roof,AstroTurf,AV-0400,Adam Vinatieri
1254,3666,598652,FG,43,1,2013,0,0,Lucas Oil Stadium,-999,-999,-999,Closed Roof,AstroTurf,AV-0400,Adam Vinatieri
1255,3666,598672,FG,40,1,2013,0,0,Lucas Oil Stadium,-999,-999,-999,Closed Roof,AstroTurf,AV-0400,Adam Vinatieri
1256,3667,598751,FG,42,1,2013,0,1,EverBank Field,60,-999,20,Chance Rain,Grass,DC-0500,Dan Carpenter
1257,3667,598780,FG,54,0,2013,0,1,EverBank Field,60,-999,20,Chance Rain,Grass,DC-0500,Dan Carpenter
1258,3667,598838,FG,40,1,2013,0,1,EverBank Field,60,-999,20,Chance Rain,Grass,DC-0500,Dan Carpenter
1259,3668,598973,FG,20,1,2013,0,0,Geogia Dome,-999,-999,-999,Dome,FieldTurf,MB-4600,Matt Bryant
1260,3668,599006,FG,33,1,2013,0,1,Geogia Dome,-999,-999,-999,Dome,FieldTurf,KF-0250,Kai Forbath
1261,3668,599013,FG,37,1,2013,0,1,Geogia Dome,-999,-999,-999,Dome,FieldTurf,KF-0250,Kai Forbath
1262,3668,599076,FG,51,1,2013,0,0,Geogia Dome,-999,-999,-999,Dome,FieldTurf,MB-4600,Matt Bryant
1263,3669,599120,FG,22,1,2013,0,1,SunLife Stadium,84,70,14,Partly Cloudy,Grass,SG-0800,Stephen Gostkowski
1264,3669,599183,FG,48,0,2013,0,1,SunLife Stadium,84,70,14,Partly Cloudy,Grass,SG-0800,Stephen Gostkowski
1265,3669,599191,FG,32,1,2013,0,0,SunLife Stadium,84,70,14,Partly Cloudy,Grass,CS-4250,Caleb Sturgis
1266,3669,599227,FG,23,1,2013,0,1,SunLife Stadium,84,70,14,Partly Cloudy,Grass,SG-0800,Stephen Gostkowski
1267,3670,599321,FG,47,1,2013,0,1,Raymond James Stadium,70,64,7,Cloudy,Grass,PD-0200,Phil Dawson
1268,3670,599367,FG,43,1,2013,0,1,Raymond James Stadium,70,64,7,Cloudy,Grass,PD-0200,Phil Dawson
1269,3670,599407,FG,21,1,2013,0,1,Raymond James Stadium,70,64,7,Cloudy,Grass,PD-0200,Phil Dawson
1270,3670,599418,FG,35,1,2013,0,1,Raymond James Stadium,70,64,7,Cloudy,Grass,PD-0200,Phil Dawson
1271,3671,599443,FG,49,1,2013,0,1,MetLife Stadium,36,88,7,Partly Sunny,UBU Speed Series S5M,SH-0400,Steven Hauschka
1272,3671,599504,FG,44,1,2013,0,1,MetLife Stadium,36,88,7,Partly Sunny,UBU Speed Series S5M,SH-0400,Steven Hauschka
1273,3671,599521,FG,24,1,2013,0,1,MetLife Stadium,36,88,7,Partly Sunny,UBU Speed Series S5M,SH-0400,Steven Hauschka
1274,3672,599620,FG,31,1,2013,0,0,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,GZ-2000,Greg Zuerlein
1275,3672,599696,FG,35,1,2013,0,0,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,GZ-2000,Greg Zuerlein
1276,3673,599763,FG,55,0,2013,0,0,Mall of America Field at HHH Metrodome,66,-999,-999,Dome,UBU Speed Series S5M,BW-0350,Blair Walsh
1277,3673,599794,FG,21,1,2013,0,0,Mall of America Field at HHH Metrodome,66,-999,-999,Dome,UBU Speed Series S5M,BW-0350,Blair Walsh
1278,3673,599865,FG,38,1,2013,0,0,Mall of America Field at HHH Metrodome,66,-999,-999,Dome,UBU Speed Series S5M,BW-0350,Blair Walsh
1279,3675,600148,FG,35,1,2013,0,0,Bank of America Stadium,54,47,11,Sunny,Grass,GG-0100,Graham Gano
1280,3675,600159,FG,54,1,2013,0,1,Bank of America Stadium,54,47,11,Sunny,Grass,NF-0300,Nick Folk
1281,3675,600175,FG,22,1,2013,0,0,Bank of America Stadium,54,47,11,Sunny,Grass,GG-0100,Graham Gano
1282,3675,600186,FG,33,1,2013,0,1,Bank of America Stadium,54,47,11,Sunny,Grass,NF-0300,Nick Folk
1283,3675,600200,FG,40,1,2013,0,0,Bank of America Stadium,54,47,11,Sunny,Grass,GG-0100,Graham Gano
1284,3676,600293,FG,34,1,2013,0,0,O.Co Oakland Coliseum,64,39,6,Sunny,Grass,SJ-0300,Sebastian Janikowski
1285,3677,600458,FG,47,1,2013,0,0,AT&T Stadium,-999,-999,-999,Closed Roof,AstroTurf,DB-0200,Dan Bailey
1286,3677,600465,FG,57,1,2013,0,1,AT&T Stadium,-999,-999,-999,Closed Roof,AstroTurf,MC-3000,Mason Crosby
1287,3677,600473,FG,23,1,2013,0,0,AT&T Stadium,-999,-999,-999,Closed Roof,AstroTurf,DB-0200,Dan Bailey
1288,3677,600513,FG,43,1,2013,0,0,AT&T Stadium,-999,-999,-999,Closed Roof,AstroTurf,DB-0200,Dan Bailey
1289,3677,600522,FG,50,1,2013,0,0,AT&T Stadium,-999,-999,-999,Closed Roof,AstroTurf,DB-0200,Dan Bailey
1290,3677,600562,FG,50,1,2013,0,0,AT&T Stadium,-999,-999,-999,Closed Roof,AstroTurf,DB-0200,Dan Bailey
1291,3679,600836,FG,29,1,2013,0,1,Ford Field,-999,-999,-999,Dome,FieldTurf,JT-3950,Justin Tucker
1292,3679,600862,FG,24,1,2013,0,1,Ford Field,-999,-999,-999,Dome,FieldTurf,JT-3950,Justin Tucker
1293,3679,600877,FG,32,1,2013,0,1,Ford Field,-999,-999,-999,Dome,FieldTurf,JT-3950,Justin Tucker
1294,3679,600895,FG,49,1,2013,0,1,Ford Field,-999,-999,-999,Dome,FieldTurf,JT-3950,Justin Tucker
1295,3679,600932,FG,53,1,2013,0,1,Ford Field,-999,-999,-999,Dome,FieldTurf,JT-3950,Justin Tucker
1296,3679,600955,FG,61,1,2013,0,1,Ford Field,-999,-999,-999,Dome,FieldTurf,JT-3950,Justin Tucker
1297,3681,601142,FG,45,1,2013,0,0,Ralph Wilson Stadium,41,79,8,Cloudy,A Turf Titan,DC-0500,Dan Carpenter
1298,3681,601244,FG,21,1,2013,0,0,Ralph Wilson Stadium,41,79,8,Cloudy,A Turf Titan,DC-0500,Dan Carpenter
1299,3681,601257,FG,22,1,2013,0,0,Ralph Wilson Stadium,41,79,8,Cloudy,A Turf Titan,DC-0500,Dan Carpenter
1300,3681,601274,FG,26,1,2013,0,0,Ralph Wilson Stadium,41,79,8,Cloudy,A Turf Titan,DC-0500,Dan Carpenter
1301,3682,601314,FG,34,0,2013,0,1,Arrowhead Stadium,22,84,10,Cloudy,Grass,AV-0400,Adam Vinatieri
1302,3682,601329,FG,46,1,2013,0,1,Arrowhead Stadium,22,84,10,Cloudy,Grass,AV-0400,Adam Vinatieri
1303,3682,601354,FG,45,1,2013,0,1,Arrowhead Stadium,22,84,10,Cloudy,Grass,AV-0400,Adam Vinatieri
1304,3682,601366,FG,47,0,2013,0,0,Arrowhead Stadium,22,84,10,Cloudy,Grass,RS-3400,Ryan Succop
1305,3682,601396,FG,30,1,2013,0,1,Arrowhead Stadium,22,84,10,Cloudy,Grass,AV-0400,Adam Vinatieri
1306,3683,601530,FG,21,1,2013,0,0,MetLife,70,65,12,Cloudy,FieldTurf,NF-0300,Nick Folk
1307,3683,601550,FG,49,0,2013,0,0,MetLife,70,65,12,Cloudy,FieldTurf,NF-0300,Nick Folk
1308,3684,601627,FG,32,1,2013,0,1,Reliant Stadium,-999,-999,-999,Closed Roof,Grass,MP-2100,Matt Prater
1309,3684,601645,FG,45,1,2013,0,0,Reliant Stadium,-999,-999,-999,Closed Roof,Grass,RB-4650,Randy Bullock
1310,3684,601672,FG,35,1,2013,0,0,Reliant Stadium,-999,-999,-999,Closed Roof,Grass,RB-4650,Randy Bullock
1311,3684,601688,FG,25,1,2013,0,1,Reliant Stadium,-999,-999,-999,Closed Roof,Grass,MP-2100,Matt Prater
1312,3684,601697,FG,44,1,2013,0,1,Reliant Stadium,-999,-999,-999,Closed Roof,Grass,MP-2100,Matt Prater
1313,3686,601973,FG,36,1,2013,0,0,FedEx Field,65,92,5,Rain,Grass,KF-0250,Kai Forbath
1314,3686,601995,FG,22,1,2013,0,0,FedEx Field,65,92,5,Rain,Grass,KF-0250,Kai Forbath
1315,3686,602054,FG,47,1,2013,0,0,FedEx Field,65,92,5,Rain,Grass,KF-0250,Kai Forbath
1316,3686,602072,FG,25,1,2013,0,1,FedEx Field,65,92,5,Rain,Grass,DB-0200,Dan Bailey
1317,3687,602192,FG,40,1,2013,0,0,Bank of America Stadium,72,84,18,Rain,Grass,GG-0100,Graham Gano
1318,3688,602354,FG,54,1,2013,0,0,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,GZ-2000,Greg Zuerlein
1319,3688,602371,FG,25,1,2013,0,0,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,GZ-2000,Greg Zuerlein
1320,3688,602386,FG,48,1,2013,0,0,Edward Jones Dome,-999,-999,-999,Dome,AstroTurf,GZ-2000,Greg Zuerlein
1321,3689,602427,FG,41,1,2013,0,1,Ford Field,-999,-999,-999,Dome,FieldTurf,JB-7100,Josh Brown
1322,3689,602480,FG,52,1,2013,0,1,Ford Field,-999,-999,-999,Dome,FieldTurf,JB-7100,Josh Brown
1323,3689,602585,FG,45,1,2013,0,1,Ford Field,-999,-999,-999,Dome,FieldTurf,JB-7100,Josh Brown
1324,3690,602625,FG,27,1,2013,0,0,CenturyLink Field,48,94,6,Cloudy,FieldTurf,SH-0400,Steven Hauschka
1325,3690,602665,FG,24,0,2013,0,0,CenturyLink Field,48,94,6,Cloudy,FieldTurf,SH-0400,Steven Hauschka
1326,3691,602884,FG,22,1,2013,0,0,Lambeau Field,23,78,13,Snow,DD GrassMaster,MC-3000,Mason Crosby
1327,3692,602948,FG,27,1,2013,0,0,Qualcomm Stadium,67,45,7,Sunny,Grass,NN-0200,Nick Novak
1328,3692,602997,FG,20,1,2013,0,1,Qualcomm Stadium,67,45,7,Sunny,Grass,SJ-0300,Sebastian Janikowski
1329,3692,603037,FG,48,1,2013,0,0,Qualcomm Stadium,67,45,7,Sunny,Grass,NN-0200,Nick Novak
1330,3692,603043,FG,28,1,2013,0,0,Qualcomm Stadium,67,45,7,Sunny,Grass,NN-0200,Nick Novak
1331,3692,603052,FG,42,1,2013,0,1,Qualcomm Stadium,67,45,7,Sunny,Grass,SJ-0300,Sebastian Janikowski
1332,3692,603062,FG,33,1,2013,0,0,Qualcomm Stadium,67,45,7,Sunny,Grass,NN-0200,Nick Novak
1333,3693,603127,FG,45,1,2013,0,1,M&T Bank Stadium,65,75,8,Cloudy,MomentumTurf,SG-0800,Stephen Gostkowski
1334,3693,603189,FG,42,1,2013,0,1,M&T Bank Stadium,65,75,8,Cloudy,MomentumTurf,SG-0800,Stephen Gostkowski
